factor,source,active,original_family,proposed_family,mechanism,horizon,formula_units,definition,review_status,reason,representative_eligible,source_reference,semantic_resolved,replacement_hold_reason
ta_trend_aroon_ind,ta,True,MomentumTrend,ReturnDynamics,AroonIndicator.aroon_indicator,"{""window"": 25}",dimensionless,"AroonIndicator({""fillna"": false, ""window"": 25}).aroon_indicator()",source_call_and_parameters_reconciled,Pinned upstream method and ta_batch fillna=False; distinct outputs retain distinct mechanisms.,True,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/trend.py:73; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:376,True,
ta_trend_aroon_up,ta,True,MomentumTrend,ReturnDynamics,AroonIndicator.aroon_up,"{""window"": 25}",dimensionless,"AroonIndicator({""fillna"": false, ""window"": 25}).aroon_up()",source_call_and_parameters_reconciled,Pinned upstream method and ta_batch fillna=False; distinct outputs retain distinct mechanisms.,True,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/trend.py:55; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:374,True,
ta_trend_cci,ta,True,MomentumTrend,ReturnDynamics,CCIIndicator.cci,"{""constant"": 0.015, ""window"": 20}",dimensionless,"CCIIndicator({""constant"": 0.015, ""fillna"": false, ""window"": 20}).cci()",source_call_and_parameters_reconciled,Pinned upstream method and ta_batch fillna=False; distinct outputs retain distinct mechanisms.,True,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/trend.py:668; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:348,True,
ta_trend_dpo,ta,False,MomentumTrend,PriceLevelOrPriceDifference,DPOIndicator.dpo,"{""window"": 20}",provider_price,"DPOIndicator({""fillna"": false, ""window"": 20}).dpo()",source_call_and_parameters_reconciled,Pinned upstream method and ta_batch fillna=False; distinct outputs retain distinct mechanisms.,False,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/trend.py:605; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:290,True,provider_price_scale_unverified
ta_trend_ema_fast,ta,True,MomentumTrend,PriceLevelOrPriceDifference,EMAIndicator.ema_indicator,"{""window"": 12}",provider_price,"EMAIndicator({""fillna"": false, ""window"": 12}).ema_indicator()",source_call_and_parameters_reconciled,Pinned upstream method and ta_batch fillna=False; distinct outputs retain distinct mechanisms.,False,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/trend.py:172; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:264,True,provider_price_scale_unverified
ta_trend_ema_slow,ta,True,MomentumTrend,PriceLevelOrPriceDifference,EMAIndicator.ema_indicator,"{""window"": 26}",provider_price,"EMAIndicator({""fillna"": false, ""window"": 26}).ema_indicator()",source_call_and_parameters_reconciled,Pinned upstream method and ta_batch fillna=False; distinct outputs retain distinct mechanisms.,False,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/trend.py:172; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:267,True,provider_price_scale_unverified
ta_trend_ichimoku_a,ta,True,MomentumTrend,PriceLevelOrPriceDifference,IchimokuIndicator.ichimoku_a,"{""visual"": false, ""window1"": 9, ""window2"": 26, ""window3"": 52}",provider_price,"IchimokuIndicator({""fillna"": false, ""visual"": false, ""window1"": 9, ""window2"": 26, ""window3"": 52}).ichimoku_a()",source_call_and_parameters_reconciled,Pinned upstream method and ta_batch fillna=False; distinct outputs retain distinct mechanisms.,False,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/trend.py:406; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:324,True,provider_price_scale_unverified
ta_trend_ichimoku_b,ta,True,MomentumTrend,PriceLevelOrPriceDifference,IchimokuIndicator.ichimoku_b,"{""visual"": false, ""window1"": 9, ""window2"": 26, ""window3"": 52}",provider_price,"IchimokuIndicator({""fillna"": false, ""visual"": false, ""window1"": 9, ""window2"": 26, ""window3"": 52}).ichimoku_b()",source_call_and_parameters_reconciled,Pinned upstream method and ta_batch fillna=False; distinct outputs retain distinct mechanisms.,False,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/trend.py:421; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:325,True,provider_price_scale_unverified
ta_trend_ichimoku_base,ta,True,MomentumTrend,PriceLevelOrPriceDifference,IchimokuIndicator.ichimoku_base_line,"{""visual"": false, ""window1"": 9, ""window2"": 26, ""window3"": 52}",provider_price,"IchimokuIndicator({""fillna"": false, ""visual"": false, ""window1"": 9, ""window2"": 26, ""window3"": 52}).ichimoku_base_line()",source_call_and_parameters_reconciled,Pinned upstream method and ta_batch fillna=False; distinct outputs retain distinct mechanisms.,False,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/trend.py:397; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:323,True,provider_price_scale_unverified
ta_trend_ichimoku_conv,ta,True,MomentumTrend,PriceLevelOrPriceDifference,IchimokuIndicator.ichimoku_conversion_line,"{""visual"": false, ""window1"": 9, ""window2"": 26, ""window3"": 52}",provider_price,"IchimokuIndicator({""fillna"": false, ""visual"": false, ""window1"": 9, ""window2"": 26, ""window3"": 52}).ichimoku_conversion_line()",source_call_and_parameters_reconciled,Pinned upstream method and ta_batch fillna=False; distinct outputs retain distinct mechanisms.,False,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/trend.py:386; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:322,True,provider_price_scale_unverified
ta_trend_kst,ta,True,MomentumTrend,ReturnDynamics,KSTIndicator.kst,"{""nsig"": 9, ""roc1"": 10, ""roc2"": 15, ""roc3"": 20, ""roc4"": 30, ""window1"": 10, ""window2"": 10, ""window3"": 10, ""window4"": 15}",dimensionless,"KSTIndicator({""fillna"": false, ""nsig"": 9, ""roc1"": 10, ""roc2"": 15, ""roc3"": 20, ""roc4"": 30, ""window1"": 10, ""window2"": 10, ""window3"": 10, ""window4"": 15}).kst()",source_call_and_parameters_reconciled,Pinned upstream method and ta_batch fillna=False; distinct outputs retain distinct mechanisms.,True,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/trend.py:543; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:308,True,
ta_trend_kst_diff,ta,True,MomentumTrend,ReturnDynamics,KSTIndicator.kst_diff,"{""nsig"": 9, ""roc1"": 10, ""roc2"": 15, ""roc3"": 20, ""roc4"": 30, ""window1"": 10, ""window2"": 10, ""window3"": 10, ""window4"": 15}",dimensionless,"KSTIndicator({""fillna"": false, ""nsig"": 9, ""roc1"": 10, ""roc2"": 15, ""roc3"": 20, ""roc4"": 30, ""window1"": 10, ""window2"": 10, ""window3"": 10, ""window4"": 15}).kst_diff()",source_call_and_parameters_reconciled,Pinned upstream method and ta_batch fillna=False; distinct outputs retain distinct mechanisms.,True,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/trend.py:563; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:310,True,
ta_trend_kst_sig,ta,True,MomentumTrend,ReturnDynamics,KSTIndicator.kst_sig,"{""nsig"": 9, ""roc1"": 10, ""roc2"": 15, ""roc3"": 20, ""roc4"": 30, ""window1"": 10, ""window2"": 10, ""window3"": 10, ""window4"": 15}",dimensionless,"KSTIndicator({""fillna"": false, ""nsig"": 9, ""roc1"": 10, ""roc2"": 15, ""roc3"": 20, ""roc4"": 30, ""window1"": 10, ""window2"": 10, ""window3"": 10, ""window4"": 15}).kst_sig()",source_call_and_parameters_reconciled,Pinned upstream method and ta_batch fillna=False; distinct outputs retain distinct mechanisms.,True,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/trend.py:552; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:309,True,
ta_trend_macd,ta,True,MomentumTrend,PriceLevelOrPriceDifference,MACD.macd,"{""window_fast"": 12, ""window_sign"": 9, ""window_slow"": 26}",provider_price,"MACD({""fillna"": false, ""window_fast"": 12, ""window_sign"": 9, ""window_slow"": 26}).macd()",source_call_and_parameters_reconciled,Pinned upstream method and ta_batch fillna=False; distinct outputs retain distinct mechanisms.,False,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/trend.py:122; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:251,True,provider_price_scale_unverified
ta_trend_macd_diff,ta,True,MomentumTrend,PriceLevelOrPriceDifference,MACD.macd_diff,"{""window_fast"": 12, ""window_sign"": 9, ""window_slow"": 26}",provider_price,"MACD({""fillna"": false, ""window_fast"": 12, ""window_sign"": 9, ""window_slow"": 26}).macd_diff()",source_call_and_parameters_reconciled,Pinned upstream method and ta_batch fillna=False; distinct outputs retain distinct mechanisms.,False,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/trend.py:146; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:253,True,provider_price_scale_unverified
ta_trend_macd_signal,ta,True,MomentumTrend,PriceLevelOrPriceDifference,MACD.macd_signal,"{""window_fast"": 12, ""window_sign"": 9, ""window_slow"": 26}",provider_price,"MACD({""fillna"": false, ""window_fast"": 12, ""window_sign"": 9, ""window_slow"": 26}).macd_signal()",source_call_and_parameters_reconciled,Pinned upstream method and ta_batch fillna=False; distinct outputs retain distinct mechanisms.,False,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/trend.py:133; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:252,True,provider_price_scale_unverified
ta_trend_mass_index,ta,True,MomentumTrend,ReturnDynamics,MassIndex.mass_index,"{""window_fast"": 9, ""window_slow"": 25}",dimensionless,"MassIndex({""fillna"": false, ""window_fast"": 9, ""window_slow"": 25}).mass_index()",source_call_and_parameters_reconciled,Pinned upstream method and ta_batch fillna=False; distinct outputs retain distinct mechanisms.,True,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/trend.py:328; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:285,True,
ta_trend_psar_down,ta,True,MomentumTrend,PriceLevelOrPriceDifference,PSARIndicator.psar_down,"{""max_step"": 0.2, ""step"": 0.02}",provider_price,"PSARIndicator({""fillna"": false, ""max_step"": 0.2, ""step"": 0.02}).psar_down()",source_call_and_parameters_reconciled,Pinned upstream method and ta_batch fillna=False; distinct outputs retain distinct mechanisms.,False,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/trend.py:1059; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:389,True,state_or_event_mask_review
ta_trend_psar_down_indicator,ta,False,MomentumTrend,ReturnDynamics,PSARIndicator.psar_down_indicator,"{""max_step"": 0.2, ""step"": 0.02}",binary,"PSARIndicator({""fillna"": false, ""max_step"": 0.2, ""step"": 0.02}).psar_down_indicator()",source_call_and_parameters_reconciled,Pinned upstream method and ta_batch fillna=False; distinct outputs retain distinct mechanisms.,False,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/trend.py:1080; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:391,True,state_or_event_mask_review
ta_trend_psar_up_indicator,ta,False,MomentumTrend,ReturnDynamics,PSARIndicator.psar_up_indicator,"{""max_step"": 0.2, ""step"": 0.02}",binary,"PSARIndicator({""fillna"": false, ""max_step"": 0.2, ""step"": 0.02}).psar_up_indicator()",source_call_and_parameters_reconciled,Pinned upstream method and ta_batch fillna=False; distinct outputs retain distinct mechanisms.,False,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/trend.py:1068; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:390,True,state_or_event_mask_review
ta_trend_sma_fast,ta,True,MomentumTrend,PriceLevelOrPriceDifference,SMAIndicator.sma_indicator,"{""window"": 12}",provider_price,"SMAIndicator({""fillna"": false, ""window"": 12}).sma_indicator()",source_call_and_parameters_reconciled,Pinned upstream method and ta_batch fillna=False; distinct outputs retain distinct mechanisms.,False,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/trend.py:196; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:256,True,provider_price_scale_unverified
ta_trend_sma_slow,ta,True,MomentumTrend,PriceLevelOrPriceDifference,SMAIndicator.sma_indicator,"{""window"": 26}",provider_price,"SMAIndicator({""fillna"": false, ""window"": 26}).sma_indicator()",source_call_and_parameters_reconciled,Pinned upstream method and ta_batch fillna=False; distinct outputs retain distinct mechanisms.,False,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/trend.py:196; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:259,True,provider_price_scale_unverified
ta_trend_stc,ta,True,MomentumTrend,ReturnDynamics,STCIndicator.stc,"{""cycle"": 10, ""smooth1"": 3, ""smooth2"": 3, ""window_fast"": 23, ""window_slow"": 50}",dimensionless,"STCIndicator({""cycle"": 10, ""fillna"": false, ""smooth1"": 3, ""smooth2"": 3, ""window_fast"": 23, ""window_slow"": 50}).stc()",source_call_and_parameters_reconciled,Pinned upstream method and ta_batch fillna=False; distinct outputs retain distinct mechanisms.,True,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/trend.py:1149; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:328,True,
ta_trend_trix,ta,True,MomentumTrend,ReturnDynamics,TRIXIndicator.trix,"{""window"": 15}",dimensionless,"TRIXIndicator({""fillna"": false, ""window"": 15}).trix()",source_call_and_parameters_reconciled,Pinned upstream method and ta_batch fillna=False; distinct outputs retain distinct mechanisms.,True,E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/trend.py:278; E:/qlib_prj/qlib_baseline/tmp/reference_repos/ta/ta/wrapper.py:280,True,
